model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),Operating System,graphics,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,gpu_brand,gpu_type,gpu_vram,gpu_series,cpu_brand,cpu_family,cpu_generation,cpu_series
Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,8,16,84,148990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,16.0,2560 x 1600,8,16,82,151990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus Duo 16 GX650RMZ-LS019WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,32,2000,0,Windows,6 GB NVIDIA RTX 3060,16.0,1920 x 1200,8,16,86,224990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,8,16,86,189990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HS
Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA RTX 3060,16.0,2560 x 1600,8,16,82,171990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,16.0,2560 x 1600,8,16,91,391990,NVIDIA,Dedicated,16,RTX,AMD,OTHER,0,HX
Asus ROG Flow X13 GV301RA-LJ031WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD RADEON AMD,13.4,1920 x 1200,8,16,73,111399,AMD,Integrated,0,OTHER,AMD,RYZEN 7,6000,HS
Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA RTX 3070TI,15.6,2560 x 1440,8,16,86,188000,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HS
HP Pavilion x360 14-ek0092TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,61,89990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Dell Inspiron 7620 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1200,10,12,59,87500,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP Pavilion x360 14-ek0078TU Laptop,HP,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,60,71990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus Zenbook Flip 14 OLED UP5401ZA-KN701WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,2880 x 1800,14,20,75,134990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1200,12,16,71,76990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP 15s-fq2672TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,61,43500,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop,Asus,12th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1200,12,16,62,94500,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP 15s-fq2674TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,57,43990,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Asus TUF Gaming A17 FA706IC-HX036W Laptop,Asus,Ryzen 7 4800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,68,67990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,4000,H
Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop,Lenovo,11th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA RTX 3070,16.0,2560 x 1440,8,16,75,179790,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,11,OTHER
Asus VivoBook Ultra 14,Asus,2022) X413EA-EB322WS Laptop,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,2,4,55,41790,INTEL,Integrated,0,UHD,OTHER,OTHER,0,OTHER
MSI GF75 Thin 10SC-611IN Laptop,MSI,10th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GTX 1650 MAXQ,15.6,1920 x 1080,6,12,66,58900,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,10,OTHER
Dell Inspiron 3511 D560803WIN9B Laptop,Dell,11th Gen Core i5,8,256,1000,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,4,8,56,62500,INTEL,Integrated,0,UHD,INTEL,CORE I5,11,OTHER
Asus VivoBook 14 X415JA-EB521WS Laptop,Asus,10th Gen Core i5,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,55,42990,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
Lenovo IdeaPad Gaming 3 82K101EEIN Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,4,8,63,64990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,11,OTHER
Lenovo ThinkBook 15 20VEA0YNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,15.6,1920 x 1080,4,8,63,55990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Dell Latitude 5420 Business Laptop,Dell,11th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1920 x 1080,4,8,51,68500,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo Thinkbook 14 20VDA0KNIH Laptop,Lenovo,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED,14.0,1920 x 1080,4,8,53,71999,INTEL,Integrated,0,OTHER,INTEL,CORE I5,11,OTHER
MSI Alpha 15 B5EEK-029IN Laptop,MSI,Ryzen 5 5600H,16,512,0,Windows,8 GB AMD RADEON RX6600M,15.6,1920 x 1080,6,12,68,85290,AMD,Dedicated,8,RX,AMD,RYZEN 5,5000,H
HP Victus 15-fb0051AX Gaming Laptop,HP,Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,6,12,74,74990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,5000,H
HP Pavilion 14s- fy1003AU Laptop,HP,Ryzen 5 5500U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1080,6,12,61,50499,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
Asus VivoBook Ultra X415JA-EB531WS Laptop,Asus,10th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED INTEL UHD,14.0,1920 x 1080,4,8,61,47990,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
Dell Vostro 3420 D552299WIN9BE Laptop,Dell,11th Gen Core i3,8,256,0,Windows,INTEL UHD,14.0,1366 x 768,2,4,47,42300,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Dell XPS 15 9520 Laptop,Dell,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,3840 x 2160,14,20,85,255000,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
HP Pavilion 14s-fy1005AU Laptop,HP,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,14.0,1920 x 1080,8,16,62,57990,AMD,Integrated,0,OTHER,AMD,RYZEN 7,5000,U
Asus TUF Gaming A17 FA706IC-HX055W Laptop,Asus,Ryzen 7 4800H,8,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,8,16,74,86990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,4000,H
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1080,12,16,60,76990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD RADEON,13.3,1920 x 1080,8,16,62,84500,AMD,Integrated,0,OTHER,AMD,RYZEN 7,5000,U
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,16.0,1920 x 1080,12,16,57,69800,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus EeeBook 14 E410KA-BV121WS Laptop,Asus,Pentium Silver N6000,4,256,0,Windows,INTEL HD,14.0,1366 x 768,4,4,41,25490,INTEL,Integrated,0,OTHER,INTEL,PENTIUM,0,OTHER
Dell Vostro 3420 D552276WIN9BE Laptop,Dell,11th Gen Core i3,8,512,0,Windows,INTEL UHD,14.0,1366 x 768,2,4,48,43490,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Dell XPS 13 9320 Laptop,Dell,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,13.4,3840 x 2400,12,16,66,140900,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP Victus 16-E0301Ax Gaming Laptop,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GTX 1650,16.1,1920 x 1080,6,12,72,66490,NVIDIA,Dedicated,4,GTX,AMD,RYZEN 5,5000,H
HP 15s-fq2673TU Laptop,HP,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,59,44490,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
LG Gram 17Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,73,102990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
LG Gram 17 17Z90Q-G.AJ55A2 Laptop,LG,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,69,87990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop,Asus,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,72,78990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,11,OTHER
MSI Stealth 15M B12UE Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,14,20,73,139990,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
HP Pavilion x360 14-ek0086TU Laptop,HP,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1080,10,12,59,69950,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
HP Envy x360 13-ay1062AU Laptop,HP,Ryzen 5 5600U,8,512,0,Windows,AMD RAEDON,13.3,1920 x 1080,6,12,66,79990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
LG Gram 14 14Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,14.0,1200 x 1920,12,16,71,93490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,2560 x 1440,8,16,79,181589,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 9,6000,HX
LG Gram 16Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,16.0,1600 x 2560,12,16,72,104590,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Asus TUF Gaming A15 FA506ICB-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1080 x 1920,8,16,68,78500,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,4000,H
LG Gram 17Z90Q-G.AH78A2 Laptop,LG,12th Gen Core i7,16,1000,0,Windows,INTEL IRIS XE,17.0,1600 x 2560,12,16,74,119990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,78,124990,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 7,6000,H
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,67,81990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,6000,H
Lenovo IdeaPad Slim 3 82RK0085IN Laptop,Lenovo,12th Gen Core i5,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,57,61490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
MSI Crosshair 15 B12UEZ-037IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,76,122000,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop,MSI,12th Gen Core i7,32,2000,0,Windows,16 GB NVIDIA RTX 3080 TI,17.3,3840 x 2160,14,20,94,409066,NVIDIA,Dedicated,16,RTX,INTEL,CORE I7,12,OTHER
Dell G15-5525 Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,8,16,78,105990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,H
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,65,74990,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,6000,H
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,78,98900,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,H
Lenovo ThinkPad P14s 20VXS0G800 Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,INTEL INTEGRATED,14.0,1920 x 1080,4,8,54,103990,INTEL,Integrated,0,OTHER,INTEL,CORE I7,11,OTHER
MSI GP66 Leopard 11UG-693IN Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,8,16,79,129990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,11,OTHER
HP Spectre x360 13-ef0053TU Laptop,HP,12th Gen Core i7,16,512,0,Windows,INTEL IRIS X,13.5,3000 x 2000,10,12,74,124999,INTEL,Integrated,0,OTHER,INTEL,CORE I7,12,OTHER
MSI Sword 15 A12UD-471IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,12,16,69,85990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
MSI Katana GF66 12UD-472IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,15.6,1920 x 1080,12,16,69,76990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,12,OTHER
Lenovo Thinkpad P15v 21AAS0R500 Laptop,Lenovo,11th Gen Core i9,32,1000,0,Windows,4 GB NVIDIA RTX A2000,15.6,1920 x 1080,8,16,88,259500,NVIDIA,Dedicated,4,RTX,INTEL,CORE I9,11,OTHER
Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA RTX 3070 TI,17.3,2560 x 1440,8,16,79,188990,NVIDIA,Dedicated,8,RTX,AMD,RYZEN 9,6000,HX
Microsoft Surface GO 2 8QF-00046 Laptop,Microsoft,11th Gen Core i5,8,256,0,Windows,INTEL IRIS XE,12.4,1536 x 1024,4,8,56,77324,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Dell Inspiron 7420 2-in-1 Touch Laptop,Dell,12th Gen Core i3,8,512,0,Windows,INTEL IRIS XE,14.0,1920 x 1200,6,8,65,62490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,12,OTHER
Lenovo V14 82KAA01SIH Laptop,Lenovo,11th Gen Core i3,4,256,0,Windows,INTEL INTEGRATED UHD,15.0,1920 x 1080,2,4,50,31999,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
HP Victus 16-e1062AX Gaming Laptop,HP,AMD Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,6,12,67,84190,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 5,6000,H
HP Victus 16-e1060AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA RTX 3050 TI,16.1,1920 x 1080,8,16,78,111500,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,6000,H
HP Victus 16-e0305ax Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA RTX 3050,16.1,1920 x 1080,8,16,74,78950,NVIDIA,Dedicated,4,RTX,AMD,RYZEN 7,5000,H
Microsoft Surface GO 2 8QC-00021 Laptop,Microsoft,11th Gen Core i5,8,128,0,Windows,INTEL IRIS XE,12.4,1536 x 1024,4,8,55,71990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,54,41490,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,11,OTHER
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,63,51990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,2,4,56,45990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,11,OTHER
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i3,8,256,0,Windows,INTEL INTEGRATED UHD,15.6,1920 x 1080,2,4,54,32800,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,Acer,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,74,62999,NVIDIA,Dedicated,4,GTX,INTEL,CORE I5,11,OTHER
Acer TravelMate TMP214-53 Business Laptop,Acer,11th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,4,8,65,57990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,11,OTHER
Lenovo Legion 5 82JK00BEIN Laptop,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,8,16,73,119990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,11,OTHER
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i5,8,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,10,12,56,56699,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD RADEON RADEON,15.6,1920 x 1080,8,16,67,58750,AMD,Integrated,0,OTHER,AMD,OTHER,0,U
Asus TUF Gaming F17 FX777ZE-HX052WS Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA RTX 3050,17.3,1920 x 1080,14,20,80,114990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop,Acer,AMD Ryzen 5 5600H,16,512,1000,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,6,12,79,129999,NVIDIA,Dedicated,6,RTX,AMD,RYZEN 5,5000,H
Dell Inspiron 7420 Laptop,Dell,12th Gen Core i5,8,512,0,Windows,2 GBNVIDIA MX550,14.0,1920 x 1200,10,12,57,86990,NVIDIA,Dedicated,2,MX,INTEL,CORE I5,12,OTHER
Asus Vivobook S15 OLED S3502ZA-L702WS Laptop,Asus,12th Gen Core i7,16,512,0,Windows,INTEL IRIS XE,15.6,1920 x 1080,14,20,63,84900,INTEL,Integrated,0,IRIS XE,INTEL,CORE I7,12,OTHER
Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,Lenovo,11th Gen Core i3,8,512,0,DOS,INTEL UHD,14.0,1920 x 1080,2,4,49,48000,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Asus ZenBook S13 UM5302TA-LX701WS Laptop,Asus,AMD Ryzen 7 6800U,16,1000,0,Windows,AMD RADEON AMD,13.3,2880 x 1800,8,16,73,119990,AMD,Integrated,0,OTHER,AMD,RYZEN 7,6000,U
Asus ZenBook S13 UM5302TA-LX501WS Laptop,Asus,AMD Ryzen 5 6600U,16,512,0,Windows,AMD RADEON AMD,13.3,2880 x 1800,6,12,71,99800,AMD,Integrated,0,OTHER,AMD,RYZEN 5,6000,U
Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050-TI,15.6,1920 x 1080,10,16,68,98990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop,Lenovo,10th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GTX 1650,15.6,1920 x 1080,6,12,72,74829,NVIDIA,Dedicated,4,GTX,INTEL,CORE I7,10,OTHER
Lenovo ThinkBook 15 21A4A09SIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD RADEON,15.6,1920 x 1080,4,8,56,39500,AMD,Integrated,0,OTHER,AMD,RYZEN 3,5000,U
Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,12,16,63,62990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I5,12,OTHER
Asus VivoBook 14 2022 X1402ZA-EB311WS Laptop,Asus,12th Gen Core i3,8,512,0,Windows,INTEL INTEGRATED IRIS XE,14.0,1920 x 1080,10,12,60,47990,INTEL,Integrated,0,IRIS XE,INTEL,CORE I3,12,OTHER
Asus ROG Flow Z13 2022 GZ301ZE-LC193WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,14,20,74,304980,NVIDIA,Dedicated,4,RTX,INTEL,CORE I9,12,OTHER
Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,1920 x 1200,14,20,68,181990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I9,12,OTHER
Asus ROG Flow Z13 2022 GZ301ZC-LD123WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,13.4,1920 x 1200,14,20,73,150790,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop,Asus,12th Gen Core i5,16,512,0,Windows,INTEL IRIS X,13.4,1920 x 1200,12,16,74,115390,INTEL,Integrated,0,OTHER,INTEL,CORE I5,12,OTHER
Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA RTX 3070,15.6,2560 x 1440,10,16,74,149990,NVIDIA,Dedicated,8,RTX,INTEL,CORE I7,12,OTHER
Asus ROG Flow Z13 2022 GZ301ZE-LC192WS Gaming Laptop,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA RTX 3050 TI,13.4,3840 x 2400,14,20,72,191990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I9,12,OTHER
Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,10,16,68,87990,NVIDIA,Dedicated,4,RTX,INTEL,CORE I7,12,OTHER
Acer Aspire 5 A515-56 UN.A1ESI.022,Acer,11th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED,15.6,1920 x 1080,4,8,53,49994,INTEL,Integrated,0,OTHER,INTEL,CORE I5,11,OTHER
MSI GS76 Stealth 11UE-631IN 9S7-17M111-631 Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,1920 x 1080,8,16,81,162000,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,11,OTHER
Infinix INBook X1 Slim XL21 Laptop,Infinix,10th Gen Core i5,8,512,0,Windows,INTEL INTEGRATED UHD,14.0,1920 x 1080,4,8,49,42990,INTEL,Integrated,0,UHD,INTEL,CORE I5,10,OTHER
Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA RTX 3060,15.6,2560 x 1440,14,20,78,155490,NVIDIA,Dedicated,6,RTX,INTEL,CORE I7,12,OTHER
Lenovo ThinkBook 15 21A4A09UIH Laptop,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD RADEON,15.6,1920 x 1080,6,12,66,49990,AMD,Integrated,0,OTHER,AMD,RYZEN 5,5000,U
Lenovo ThinkPad E14 20TAS16F00 Laptop,Lenovo,11th Gen Core i3,4,256,0,DOS,INTEL UHD,14.0,1920 x 1080,2,4,44,42300,INTEL,Integrated,0,UHD,INTEL,CORE I3,11,OTHER
Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA RTX 3050,15.6,1920 x 1080,6,12,69,73847,NVIDIA,Dedicated,4,RTX,INTEL,CORE I5,10,OTHER
Asus ROG Strix G15 Advantage Edition G513QY-HQ032WS Gaming Laptop,Asus,Ryzen 9 5900HX,16,1000,0,Windows,12 GBAMD RADEON RX 6800M,15.6,2560 x 1440,8,16,78,139990,AMD,Dedicated,12,RX,AMD,RYZEN 9,5000,HX
